"R02120"	"!3 pairs C-flow"	1	"Sucrose + Dextran = D-Fructose + Dextran"	"C00089 + C00372 = C00095 + C00372"	89	95	372	372	89	372				"2.4.1.5"	"2.4.1.125"																																																																				"Sucrose:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase"	"KO: K00689  dextransucrase"	"PATH: rn00500  Starch and sucrose metabolism"	"RP: A00075  C00089_C00095 main"
"R02121"	"!3 pairs C-flow"	0	"Dextran + Amylose = Dextran + Amylose"	"C00372 + C00718 = C00372 + C00718"	372	372	718	718	718	372				"2.4.1.2"																																																																					"1,4-alpha-D-Glucan:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase"			
"R02122"	"!?cm"	1	"3'-Phosphoadenylyl sulfate + N-Desulfoheparin = Adenosine 3',5'-bisphosphate + Heparin"	"C00053 + C02440 = C00054 + C00374"	2440	374								"2.8.2.8"																																																																					"3'-Phosphoadenylylsulfate:N-desulfoheparin N-sulfotransferase"			"RP: A00016  C00053_C00054 main"
"R02123"		1	"Retinal + NAD+ + H2O = Retinoate + NADH + H+"	"C00376 + C00003 + C00001 = C00777 + C00004 + C00080"	376	777								"1.2.1.36"																																																																					"retinal:NAD+ oxidoreductase"	"KO: K07249  retinal dehydrogenase"	"PATH: rn00830  Retinol metabolism"	"RP: A00614  C00376_C00777 main"
"R02124"		0	"Retinol + NAD+ = Retinal + NADH + H+"	"C00473 + C00003 = C00376 + C00004 + C00080"	473	376								"1.1.1.105"																																																																					"Retinol:NAD+ oxidoreductase"	"KO: K00061  retinol dehydrogenase"	"PATH: rn00830  Retinol metabolism"	"RP: A01983  C00376_C00473 main"
"R02125"	"!1 Kegg 1 before"	0	"Retinal + Oxygen + H2O = Retinoate + H2O2"	"C00376 + C00007 + C00001 = C00777 + C00027"	376	777								"1.2.3.11"																																																																					"Retinal:oxygen oxidoreductase"		"PATH: rn00830  Retinol metabolism"	"RP: A00614  C00376_C00777 main"
"R02126"		1	"Retinal = 11-cis-Retinal"	"C00376 = C02110"	376	2110								"5.2.1.3"																																																																					"all-trans-Retinal 11-cis-trans-isomerase"		"PATH: rn00830  Retinol metabolism"	"RP: A01984  C00376_C02110 main"
"R02127"	"!enzyme unknown, 1 Kegg"	0	"Retinal = Metarhodopsin"	"C00376 = C05916"	376	5916																																																																															"PATH: rn00830  Retinol metabolism"	
"R02128"	"!enzyme unknown, 1 Kegg"	0	"Retinal = Iodopsin"	"C00376 = C05917"	376	5917																																																																															"PATH: rn00830  Retinol metabolism"	
"R02129"	"!enzyme unknown, 0 Kegg"	0	"Retinal = all-trans-Dehydroretinal"	"C00376 = C05918"	376	5918																																																																															"PATH: rn00830  Retinol metabolism"	
"R02130"		1	"Steroid + Reduced acceptor + Oxygen = 21-Hydroxysteroid + Acceptor + H2O"	"C00377 + C00030 + C00007 = C02506 + C00028 + C00001"	377	2506								"1.14.99.10"																																																																					"Steroid,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)"			
"R02131"		1	"Steroid + Reduced acceptor + Oxygen = 17alpha-Hydroxysteroid + Acceptor + H2O"	"C00377 + C00030 + C00007 = C03336 + C00028 + C00001"	377	3336								"1.14.99.9"																																																																					"Steroid,hydrogen-donor:oxygen oxidoreductase (17-alpha-hydroxylating)"			
"R02132"	"!1 in both"	1	"Thiamin + 2 Oxygen + H2O = Thiamin acetic acid + 2 H2O2"	"C00378 + 2 C00007 + C00001 = C02892 + 2 C00027"	378	2892								"1.1.3.23"																																																																					"Thiamin:oxygen 5-oxidoreductase"			
"R02133"		1	"Thiamin + H2O = 4-Amino-5-hydroxymethyl-2-methylpyrimidine + 5-(2-Hydroxyethyl)-4-methylthiazole"	"C00378 + C00001 = C01279 + C04294"	378	4294	378	1279						"3.5.99.2"																																																																					"Thiamin hydrolase"		"PATH: rn00730  Thiamine metabolism"	"RP: A00639  C00378_C04294 main"
"R02134"		1	"ATP + Thiamin = ADP + Thiamin monophosphate"	"C00002 + C00378 = C00008 + C01081"	378	1081								"2.7.1.89"																																																																					"ATP:thiamine phosphotransferase"	"KO: K07251  thiamine kinase"	"PATH: rn00730  Thiamine metabolism"	"RP: A00003  C00002_C00008 main
RP: A00640  C00378_C01081 main
RP: A06859  C00002_C01081 trans"
"R02135"		1	"Thiamin monophosphate + H2O = Thiamin + Orthophosphate "	"C01081 + C00001 = C00378 + C00009 "	1081	378								"3.1.3.-"																																																																						"KO: K01112"	"PATH: rn00730  Thiamine metabolism"	"RP: A00640  C00378_C01081 main"
"R02136"		1	"ATP + Xylitol = ADP + Xylitol 5-phosphate"	"C00002 + C00379 = C00008 + C02895"	379	2895								"2.7.1.122"																																																																					"ATP:xylitol 5-phosphotransferase"			"RP: A00003  C00002_C00008 main
RP: A01989  C00379_C02895 main
RP: A06861  C00002_C02895 trans"
"R02137"		1	"Cytidine + H2O = Cytosine + D-Ribose"	"C00475 + C00001 = C00380 + C00121"	475	121	475	380						"3.2.2.8"																																																																					"Cytidine ribohydrolase"		"PATH: rn00240  Pyrimidine metabolism"	"RP: A00454  C00380_C00475 main
RP: A01990  C00121_C00475 main"
"R02138"		0	"Palmitoyl-CoA + Dolichol = CoA + Dolichyl palmitate"	"C00154 + C00381 = C00010 + C02536"	154	2536	381	2536						"2.3.1.123"																																																																					"Palmitoyl-CoA:dolichol O-palmitoyltransferase"			"RP: A00039  C00010_C00154 main
RP: A01991  C00381_C02536 main
RP: A06862  C00154_C02536 trans"
"R02139"		1	"Barbiturate + 2 H2O = Malonate + Urea"	"C00813 + 2 C00001 = C00383 + C00086"	813	86	813	383						"3.5.2.1"																																																																					"Barbiturate amidohydrolase"		"PATH: rn00240  Pyrimidine metabolism"	"RP: A01992  C00086_C00813 main
RP: A01993  C00383_C00813 main"
																																																																																						
"R02141"		1	"Xanthine + H2O = 5-Ureido-4-imidazole carboxylate"	"C00385 + C00001 = C05515"	385	5515								"3.5.2.-"																																																																						"KO: K01475"	"PATH: rn00230  Purine metabolism"	
"R02142"		1	"Xanthosine 5'-phosphate + Pyrophosphate = Xanthine + 5-Phospho-alpha-D-ribose 1-diphosphate"	"C00655 + C00013 = C00385 + C00119"	655	119	655	385						"2.4.2.8"	"2.4.2.22"																																																																				"XMP:pyrophosphate phosphoribosyltransferase"	"KO: K00760  hypoxanthine phosphoribosyltransferase
KO: K00769  xanthine phosphoribosyltransferase"	"PATH: rn00230  Purine metabolism"	"RP: A01995  C00385_C00655 main
RP: A06864  C00119_C00655 trans"
"R02143"		1	"Xanthosine + H2O = Xanthine + D-Ribose"	"C01762 + C00001 = C00385 + C00121"	1762	121	1762	385						"3.2.2.1"																																																																					"Xanthosine ribohydrolase"	"KO: K01239  purine nucleosidase"	"PATH: rn00230  Purine metabolism"	"RP: A00504  C00385_C01762 main
RP: A01996  C00121_C01762 main"
"R02144"		1	"S-Adenosyl-L-methionine + Carnosine = S-Adenosyl-L-homocysteine + beta-Alanyl-N(pi)-methyl-L-histidine"	"C00019 + C00386 = C00021 + C01262"	386	1262	19	1262						"2.1.1.22"																																																																					"S-Adenosyl-L-methionine:carnosine N-methyltransferase"		"PATH: rn00340  Histidine metabolism"	"RP: A00004  C00019_C00021 main
RP: A01997  C00386_C01262 main
RP: A06865  C00019_C01262 trans"
"R02145"		1	"Guanosine + H2O = Xanthosine + NH3"	"C00387 + C00001 = C01762 + C00014"	387	1762								"3.5.4.15"																																																																					"Guanosine aminohydrolase"			"RP: A01998  C00387_C01762 main"
																																																																																						
"R02147"		0	"Guanosine + Orthophosphate = Guanine + alpha-D-Ribose 1-phosphate"	"C00387 + C00009 = C00242 + C00620"	387	242	387	620						"2.4.2.1"	"2.4.2.15"																																																																				"guanosine:orthophosphate ribosyltransferase"	"KO: K00755  purine-nucleoside phosphorylase
KO: K03783  purine-nucleoside phosphorylase
KO: K03784  purine-nucleoside phosphorylase"	"PATH: rn00230  Purine metabolism"	"RP: A00185  C00242_C00387 main
RP: A02001  C00387_C00620 main"
"R02148"		1	"Guanosine 3'-phosphate + H2O = Guanosine + Orthophosphate"	"C06193 + C00001 = C00387 + C00009"	6193	387								"3.1.3.6"																																																																					"Guanosine 3'-phosphate phosphohydrolase"	"KO: K08693  3'-nucleotidase"	"PATH: rn00230  Purine metabolism"	"RP: A02000  C00387_C06193 main"
																																																																																						
"R02150"	"!1 Kegg"	1	"1H-Imidazole-4-ethanamine + Oxygen + H2O = Imidazole-4-acetaldehyde + NH3 + H2O2"	"C00388 + C00007 + C00001 = C05130 + C00014 + C00027"	388	5130								"1.4.3.6"																																																																					"1H-Imidazole-4-ethanamine:oxygen oxidoreductase (deaminating) (copper-containing)"	"KO: K00276  copper amine oxidase"	"PATH: rn00340  Histidine metabolism"	"RP: A02002  C00388_C05130 main"
																																																																																						
"R02152"		1	"1H-Imidazole-4-ethanamine + Acetyl-CoA = 4-(beta-Acetylaminoethyl)imidazole + CoA"	"C00388 + C00024 = C05135 + C00010"	24	5135	388	5135						"2.3.1.-"																																																																							"PATH: rn00340  Histidine metabolism"	"RP: A00007  C00010_C00024 main
RP: A02003  C00388_C05135 main
RP: A06871  C00024_C05135 trans"
"R02153"		1	"ATP + L-Glutamate + 1H-Imidazole-4-ethanamine = ADP + N(alpha)-gamma-L-Glutamylhistamine + Orthophosphate"	"C00002 + C00025 + C00388 = C00008 + C04138 + C00009"	388	4138	25	4138						"6.3.2.18"																																																																					"L-Glutamate:histamine ligase"			"RP: A00575  C00025_C04138 main
RP: A00585  C00388_C04138 main"
"R02154"		1	"ATP + L-Glutamate + 1H-Imidazole-4-ethanamine = AMP + N(alpha)-gamma-L-Glutamylhistamine + Pyrophosphate"	"C00002 + C00025 + C00388 = C00020 + C04138 + C00013"	388	4138	25	4138						"6.3.2.18"																																																																					"L-Glutamate:histamine ligase"			"RP: A00575  C00025_C04138 main
RP: A00585  C00388_C04138 main"
"R02155"	"!2 pairs C-flow"	1	"S-Adenosyl-L-methionine + 1H-Imidazole-4-ethanamine = S-Adenosyl-L-homocysteine + N-Methylhistamine"	"C00019 + C00388 = C00021 + C05127"	388	5127	19	5127						"2.1.1.8"																																																																					"S-Adenosyl-L-methionine:histamine N-tele-methyltransferase"	"KO: K00546  histamine N-methyltransferase"	"PATH: rn00340  Histidine metabolism"	"RP: A00004  C00019_C00021 main
RP: A02004  C00388_C05127 main
RP: A06872  C00019_C05127 trans"
"R02156"		1	"Quercetin + Oxygen = 2-Protocatechoylphloroglucinolcarboxylate + CO + H+"	"C00389 + C00007 = C04524 + C00237 + C00080"	389	4524								"1.13.11.24"																																																																					"quercetin:oxygen 2,3-oxidoreductase (decyclizing)"			
"R02157"	"!2 pairs C-flow"	1	"S-Adenosyl-L-methionine + Quercetin = S-Adenosyl-L-homocysteine + 3',4',5,7-Tetrahydroxy-3-methoxyflavone"	"C00019 + C00389 = C00021 + C04443"	389	4443	19	4443						"2.1.1.76"																																																																					"S-Adenosyl-L-methionine:3,5,7,3',4'-pentahydroxyfavone 3-O-methyltransferase"	"KO: K05279  flavonol 3-O-methyltransferase"	"PATH: rn00941  Flavonoid biosynthesis"	"RP: A00004  C00019_C00021 main"
"R02158"		0	"UDP-glucose + Quercetin = UDP + Quercetin 3-O-glucoside"	"C00029 + C00389 = C00015 + C05623"	29	5623	389	5623						"2.4.1.91"																																																																					"UDPglucose:flavonol 3-O-D-glucosyltransferase"	"KO: K00724  flavonol 3-O-glucosyltransferase"	"PATH: rn00941  Flavonoid biosynthesis"	"RP: A00012  C00015_C00029 main"
"R02159"	"!?cm, 0 before => irr. Rule!"	1	"3'-Phosphoadenylyl sulfate + Quercetin = Adenosine 3',5'-bisphosphate + Quercetin 3-sulfate"	"C00053 + C00389 = C00054 + C00616"	389	616								"2.8.2.25"																																																																					"3'-Phosphoadenylylsulfate:quercetin 3-sulfotransferase"			"RP: A00016  C00053_C00054 main
RP: A06876  C00053_C00616 trans"
"R02160"	"!2 pairs C-flow"	1	"Taxifolin + 2-Oxoglutarate + Oxygen = Quercetin + Succinate + CO2 + H2O"	"C01617 + C00026 + C00007 = C00389 + C00042 + C00011 + C00001"	26	42	1617	389						"1.14.11.23"																																																																					"dihydroflavonol,2-oxoglutarate:oxygen oxidoreductase"	"KO: K05278  flavonol synthase"	"PATH: rn00941  Flavonoid biosynthesis"	
"R02161"	"!no c.m. only cytochrome"	0	"Ubiquinol + 2 Ferricytochrome c = Ubiquinone + 2 Ferrocytochrome c"	"C00390 + 2 C00125 = C00399 + 2 C00126"	390	399								"1.10.2.2"																																																																					"Ubiquinol:ferricytochrome-c oxidoreductase"	"KO: K00410  ubiquinol-cytochrome c reductase
KO: K00411  ubiquinol-cytochrome c reductase iron-sulfur subunit
KO: K00412  ubiquinol-cytochrome c reductase cytochrome b subunit
KO: K00413  ubiquinol-cytochrome c reductase cytochrome c1 subunit
KO: K00414  ubiquinol-cytochrome c reductase core subunit 1
KO: K00415  ubiquinol-cytochrome c reductase core subunit 2
KO: K00416  ubiquinol-cytochrome c reductase subunit 6
KO: K00417  ubiquinol-cytochrome c reductase subunit 7
KO: K00418  ubiquinol-cytochrome c reductase subunit 8
KO: K00419  ubiquinol-cytochrome c reductase subunit 9
KO: K00420  ubiquinol-cytochrome c reductase subunit 10"	"PATH: rn00190  Oxidative phosphorylation"	
"R02162"	"!no c.m., 2 pairs C-flow, enzyme unknown"	1	"5-Hydroxy-2-polyprenylphenol + Oxygen + 3 S-Adenosyl-L-methionine = Ubiquinol + 3 S-Adenosyl-L-homocysteine "	"C05808 + C00007 + 3 C00019 = C00390 + 3 C00021 "	5808	390	19	390																																																																													"PATH: rn00130  Ubiquinone biosynthesis"	"RP: A00004  C00019_C00021 main"
"R02163"	"!no c.m."	1	"Ubiquinone + NADH + H+ = Ubiquinol + NAD+ "	"C00399 + C00004 + C00080 = C00390 + C00003 "	399	390								"1.6.5.3"																																																																					"NADH:ubiquinone oxidoreductase"	"KO: K00329  NADH dehydrogenase
KO: K00330  NADH dehydrogenase I chain A
KO: K00330  NADH dehydrogenase I chain A
KO: K00331  NADH dehydrogenase I chain B
KO: K00331  NADH dehydrogenase I chain B
KO: K00332  NADH dehydrogenase I chain C
KO: K00332  NADH dehydrogenase I chain C
KO: K00333  NADH dehydrogenase I chain D
KO: K00333  NADH dehydrogenase I chain D
KO: K00334  NADH dehydrogenase I chain E
KO: K00334  NADH dehydrogenase I chain E
KO: K00335  NADH dehydrogenase I chain F
KO: K00335  NADH dehydrogenase I chain F
KO: K00336  NADH dehydrogenase I chain G
KO: K00336  NADH dehydrogenase I chain G
KO: K00337  NADH dehydrogenase I chain H
KO: K00337  NADH dehydrogenase I chain H
KO: K00338  NADH dehydrogenase I chain I
KO: K00338  NADH dehydrogenase I chain I
KO: K00339  NADH dehydrogenase I chain J
KO: K00339  NADH dehydrogenase I chain J
KO: K00340  NADH dehydrogenase I chain K
KO: K00340  NADH dehydrogenase I chain K
KO: K00341  NADH dehydrogenase I chain L
KO: K00341  NADH dehydrogenase I chain L
KO: K00342  NADH dehydrogenase I chain M
KO: K00342  NADH dehydrogenase I chain M
KO: K00343  NADH dehydrogenase I chain N
KO: K00343  NADH dehydrogenase I chain N
KO: K03878  NADH dehydrogenase I subunit 1
KO: K03878  NADH dehydrogenase I subunit 1
KO: K03879  NADH dehydrogenase I subunit 2
KO: K03879  NADH dehydrogenase I subunit 2
KO: K03880  NADH dehydrogenase I subunit 3
KO: K03880  NADH dehydrogenase I subunit 3
KO: K03881  NADH dehydrogenase I subunit 4
KO: K03882  NADH dehydrogenase I subunit 4L
KO: K03882  NADH dehydrogenase I subunit 4L
KO: K03883  NADH dehydrogenase I subunit 5
KO: K03883  NADH dehydrogenase I subunit 5
KO: K03884  NADH dehydrogenase I subunit 6
KO: K03884  NADH dehydrogenase I subunit 6
KO: K03885  NADH dehydrogenase
KO: K03934  NADH dehydrogenase (ubiquinone) Fe-S protein 1
KO: K03934  NADH dehydrogenase (ubiquinone) Fe-S protein 1
KO: K03935  NADH dehydrogenase (ubiquinone) Fe-S protein 2
KO: K03935  NADH dehydrogenase (ubiquinone) Fe-S protein 2
KO: K03936  NADH dehydrogenase (ubiquinone) Fe-S protein 3
KO: K03936  NADH dehydrogenase (ubiquinone) Fe-S protein 3
KO: K03937  NADH dehydrogenase (ubiquinone) Fe-S protein 4
KO: K03937  NADH dehydrogenase (ubiquinone) Fe-S protein 4
KO: K03938  NADH dehydrogenase (ubiquinone) Fe-S protein 5
KO: K03938  NADH dehydrogenase (ubiquinone) Fe-S protein 5
KO: K03939  NADH dehydrogenase (ubiquinone) Fe-S protein 6
KO: K03939  NADH dehydrogenase (ubiquinone) Fe-S protein 6
KO: K03940  NADH dehydrogenase (ubiquinone) Fe-S protein 7
KO: K03940  NADH dehydrogenase (ubiquinone) Fe-S protein 7
KO: K03941  NADH dehydrogenase (ubiquinone) Fe-S protein 8
KO: K03941  NADH dehydrogenase (ubiquinone) Fe-S protein 8
KO: K03942  NADH dehydrogenase (ubiquinone) flavoprotein 1
KO: K03942  NADH dehydrogenase (ubiquinone) flavoprotein 1
KO: K03943  NADH dehydrogenase (ubiquinone) flavoprotein 2
KO: K03943  NADH dehydrogenase (ubiquinone) flavoprotein 2
KO: K03944  NADH dehydrogenase (ubiquinone) flavoprotein 3
KO: K03944  NADH dehydrogenase (ubiquinone) flavoprotein 3
KO: K03945  NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 1
KO: K03946  NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 2
KO: K03947  NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 3
KO: K03948  NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 4
KO: K03949  NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 5
KO: K03950  NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6
KO: K03951  NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 7
KO: K03952  NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 8
KO: K03953  NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 9
KO: K03954  NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10
KO: K03955  NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex
1
KO: K03956  NADH-ubiquinone oxidoreductase subunit
KO: K03957  NADH dehydrogenase (ubiquinone) 1 beta subcomplex 1
KO: K03958  NADH dehydrogenase (ubiquinone) 1 beta subcomplex 2
KO: K03959  NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3
KO: K03960  NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4
KO: K03961  NADH dehydrogenase (ubiquinone) 1 beta subcomplex 5
KO: K03962  NADH dehydrogenase (ubiquinone) 1 beta subcomplex 6
KO: K03963  NADH dehydrogenase (ubiquinone) 1 beta subcomplex 7
KO: K03964  NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8
KO: K03965  NADH dehydrogenase (ubiquinone) 1 beta subcomplex 9
KO: K03966  NADH dehydrogenase (ubiquinone) 1 beta subcomplex 10
KO: K03967  NADH dehydrogenase (ubiquinone) 1 subcomplex unknown 1
KO: K03968  NADH dehydrogenase (ubiquinone) 1 subcomplex unknown 2
KO: K05572  NADH dehydrogenase I subunit 1
KO: K05573  NADH dehydrogenase I subunit 2
KO: K05574  NADH dehydrogenase I subunit 3
KO: K05575  NADH dehydrogenase I subunit 4
KO: K05576  NADH dehydrogenase I subunit 4L
KO: K05577  NADH dehydrogenase I subunit 5
KO: K05578  NADH dehydrogenase I subunit 6
KO: K05579  NADH dehydrogenase I subunit 7
KO: K05580  NADH dehydrogenase I subunit I
KO: K05581  NADH dehydrogenase I subunit J
KO: K05582  NADH dehydrogenase I subunit K
KO: K05583  NADH dehydrogenase I subunit L
KO: K05584  NADH dehydrogenase I subunit M
KO: K05585  NADH dehydrogenase I subunit N
KO: K05586  diaphorase subunit of the bidirectional hydrogenase
KO: K05587  diaphorase subunit of the bidirectional hydrogenase
KO: K05588  diaphorase subunit of the bidirectional hydrogenase"	"PATH: rn00190  Oxidative phosphorylation"	
"R02164"	"!c.m."	0	"Ubiquinone + Succinate = Ubiquinol + Fumarate"	"C00399 + C00042 = C00390 + C00122"	42	122								"1.3.5.1"																																																																					"Succinate:ubiquinone oxidoreductase"	"KO: K00233  succinate dehydrogenase (ubiquinone)
KO: K00234  succinate dehydrogenase (ubiquinone) flavoprotein
subunit precursor
KO: K00235  succinate dehydrogenase (ubiquinone) iron-sulfur protein
precursor
KO: K00236  succinate dehydrogenase (ubiquinone) cytochrome b
subunit precursor
KO: K00237  succinate dehydrogenase (ubiquinone) membrane anchor
subunit"	"PATH: rn00020  Citrate cycle (TCA cycle)
PATH: rn00190  Oxidative phosphorylation"	"RP: A00121  C00042_C00122 main"
"R02165"	"!c.m."	0	"Ubiquinol + Nitrate = Ubiquinone + Nitrite"	"C00390 + C00244 = C00399 + C00088"	244	88								"1.7.99.4"																																																																					"Nitrite:(acceptor) oxidoreductase"			"RP: A00048  C00088_C00244 main"
"R02166"	"!no c.m."	0	"Ubiquinol = Ubiquinone + 2 H+"	"C00390 = C00399 + 2 C00080"	390	399								"1.6.5.3"																																																																					"NADH:ubiquinone oxidoreductase"	"KO: K00329  NADH dehydrogenase
KO: K00330  NADH dehydrogenase I chain A
KO: K00331  NADH dehydrogenase I chain B
KO: K00332  NADH dehydrogenase I chain C
KO: K00333  NADH dehydrogenase I chain D
KO: K00334  NADH dehydrogenase I chain E
KO: K00335  NADH dehydrogenase I chain F
KO: K00336  NADH dehydrogenase I chain G
KO: K00337  NADH dehydrogenase I chain H
KO: K00338  NADH dehydrogenase I chain I
KO: K00339  NADH dehydrogenase I chain J
KO: K00340  NADH dehydrogenase I chain K
KO: K00341  NADH dehydrogenase I chain L
KO: K00342  NADH dehydrogenase I chain M
KO: K00343  NADH dehydrogenase I chain N
KO: K03878  NADH dehydrogenase I subunit 1
KO: K03879  NADH dehydrogenase I subunit 2
KO: K03880  NADH dehydrogenase I subunit 3
KO: K03881  NADH dehydrogenase I subunit 4
KO: K03882  NADH dehydrogenase I subunit 4L
KO: K03883  NADH dehydrogenase I subunit 5
KO: K03884  NADH dehydrogenase I subunit 6"	"PATH: rn00130  Ubiquinone biosynthesis"	
"R02167"		1	"D-Mannitol 1-phosphate + H2O = Mannitol + Orthophosphate"	"C00644 + C00001 = C00392 + C00009"	644	392								"3.1.3.22"																																																																					"D-Mannitol-1-phosphate phosphohydrolase"		"PATH: rn00051  Fructose and mannose metabolism"	"RP: A00820  C00392_C00644 main"
"R02168"		0	"GDP-glucose + D-Glucose 6-phosphate = GDP + alpha,alpha'-Trehalose 6-phosphate"	"C00394 + C00092 = C00035 + C00689"	394	689	92	689						"2.4.1.36"																																																																					"GDPglucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase"			"RP: A00146  C00092_C00689 main
RP: A00241  C00035_C00394 main
RP: A06880  C00394_C00689 trans"
																																																																																						
"R02170"		1	"Penicillin + H2O = Carboxylate + 6-Aminopenicillanate"	"C00395 + C00001 = C00060 + C02954"	395	2954	395	60						"3.5.1.11"																																																																					"Penicillin amidohydrolase"		"PATH: rn00311  Penicillins and cephalosporins biosynthesis"	"RP: A02012  C00060_C00395 main
RP: A02013  C00395_C02954 main"
"R02171"		1	"Pyrimidine 5'-nucleotide + H2O = Pyrimidine + D-Ribose 5-phosphate"	"C03536 + C00001 = C00396 + C00117"	3536	117	3536	396						"3.2.2.10"																																																																					"Pyrimidine-5'-nucleotide phosphoribo(deoxyribo)hydrolase"			"RP: A02014  C00117_C03536 main
RP: A02015  C00396_C03536 main"
"R02172"		1	"Pyrimidine nucleoside + H2O = Pyrimidine + D-Ribose"	"C03169 + C00001 = C00396 + C00121"	3169	396	3169	121						"3.2.2.8"																																																																					"N-D-Ribosylpyrimidine ribohydrolase"			"RP: A02112  C00396_C03169 main"
"R02173"	"!1 Kegg"	1	"Tryptamine + H2O + Oxygen = Indole-3-acetaldehyde + NH3 + H2O2"	"C00398 + C00001 + C00007 = C00637 + C00014 + C00027"	398	637								"1.4.3.4"	"1.4.3.6"																																																																				"Tryptamine:oxygen oxidoreductase(deaminating)(flavin-containing)"	"KO: K00274  monoamine oxidase
KO: K00276  copper amine oxidase"	"PATH: rn00380  Tryptophan metabolism"	"RP: A02018  C00398_C00637 main"
"R02174"	"!2 pairs C-flow"	1	"S-Adenosyl-L-methionine + Tryptamine = S-Adenosyl-L-homocysteine + N-Methyltryptamine"	"C00019 + C00398 = C00021 + C06213"	398	6213	19	6213						"2.1.1.49"																																																																					"S-Adenosyl-L-methionine:amine N-methyltransferase"	"KO: K00562  amine N-methyltransferase"	"PATH: rn00380  Tryptophan metabolism"	"RP: A00004  C00019_C00021 main
RP: A02019  C00398_C06213 main
RP: A06883  C00019_C06213 trans"
"R02175"	"!no c.m., 2 pairs C-flow"	1	"2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine = Ubiquinone + S-Adenosyl-L-homocysteine "	"C05805 + C00019 = C00399 + C00021 "	5805	399	19	399						"2.1.1.114"																																																																						"KO: K00591  hexaprenyldihydroxybenzoate methyltransferase"	"PATH: rn00130  Ubiquinone biosynthesis"	"RP: A00004  C00019_C00021 main
RP: A02020  C00399_C05805 main
RP: A05891  C00019_C00399 trans"
																																																																																						
"R02177"		1	"(-)-Menthone + NADPH + H+ = (-)-Menthol + NADP+ "	"C00843 + C00005 + C00080 = C00400 + C00006 "	843	400								"1.1.1.207"																																																																					"(-)-menthol:NADP+ oxidoreductase"		"PATH: rn00902  Monoterpenoid biosynthesis"	"RP: A02021  C00400_C00843 main"
"R02178"		1	"(-)-Menthol + Oxygen + NADPH + H+ = p-Menthane-3,8-diol + NADP+ + H2O"	"C00400 + C00007 + C00005 + C00080 = C02904 + C00006 + C00001"	400	2904								"1.14.13.46"																																																																					"(-)-menthol,NADPH:oxygen oxidoreductase (8-hydroxylating)"			"RP: A02022  C00400_C02904 main"
"R02179"		0	"UDP-glucose + (-)-Menthol = UDP + (-)-Menthyl O-beta-D-glucoside"	"C00029 + C00400 = C00015 + C03962"	29	3962	400	3962						"2.4.1.127"																																																																					"UDPglucose:(-)-menthol O-beta-D-glucosyltransferase"			"RP: A00012  C00015_C00029 main
RP: A02023  C00400_C03962 main
RP: A06885  C00029_C03962 trans"
"R02180"	"!?cm"	1	"3'-Phosphoadenylyl sulfate + Chondroitin = Adenosine 3',5'-bisphosphate + Chondroitin 4-sulfate"	"C00053 + C00401 = C00054 + C00634"	401	634								"2.8.2.5"																																																																					"3'-Phosphoadenylylsulfate:chondroitin 4'-sulfotransferase"	"KO: K01017  chondroitin 4-sulfotransferase 11
KO: K04742  chondroitin 4-sulfotransferase 12
KO: K07779  chondroitin 4-sulfotransferase 13"	"PATH: rn00920  Sulfur metabolism"	"RP: A00016  C00053_C00054 main
RP: A02024  C00401_C00634 main
RP: A06886  C00053_C00634 trans"
"R02181"	"!?cm"	1	"3'-Phosphoadenylyl sulfate + Chondroitin = Adenosine 3',5'-bisphosphate + Chondroitin 6-sulfate"	"C00053 + C00401 = C00054 + C00635"	401	635								"2.8.2.17"	"2.8.2.33"																																																																				"3'-Phosphoadenylylsulfate:chondroitin 6'-sulfotransferase"			"RP: A00016  C00053_C00054 main
RP: A02025  C00401_C00635 main
RP: A06887  C00053_C00635 trans"
"R02182"		1	"N-Acyl-D-aspartate + H2O = Carboxylate + D-Aspartate"	"C06380 + C00001 = C00060 + C00402"	6380	60	6380	402						"3.5.1.83"																																																																					"N-Acyl-D-aspartate amidohydrolase"			"RP: A02026  C00060_C06380 main
RP: A02027  C00402_C06380 main"
